,DOI
381,https://journals.sagepub.com/doi/pdf/10.1509/jm.80.1.1
382,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0504
383,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0220
384,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0020
385,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0287
386,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0327
387,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0214
388,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0244
389,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0284
390,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0149
391,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0333
392,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0324
393,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0497
394,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0497
395,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0495
396,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0537
397,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0250
398,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0509
399,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0523
400,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0535
401,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.14
402,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.34
403,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.20
404,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.110
405,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.15
406,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.28
407,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.1.118
408,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.105
409,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.108
410,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.18
411,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.121
412,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.103
413,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.4.110
414,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.1
415,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.38
416,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.118
417,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.132
418,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.166
419,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.211
420,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.27
421,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0308
422,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0073
423,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0271
424,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.53
425,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0581
426,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0320
427,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0448
428,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0510
429,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0487
430,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0486
431,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0081
432,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0462
433,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.84.17988
434,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.62.18134
435,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.122.18003
436,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.15.17998
437,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.1.18133
438,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.120.18448
439,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.120.18470
440,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.102.18478
441,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.38.18451
442,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.1.18520
443,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.47.18508
444,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.116.18593
445,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.151.18611
446,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.1.18447
447,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.38.18471
448,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.166.24033
449,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.62.18615
450,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.18.24035
451,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.1.18607
452,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.147.24027
453,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.124.34771
454,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.101.27792
455,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.1.55513
456,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.18.27790
457,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.1.18505
458,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.114.55514
459,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.90.18135
460,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.109.17997
461,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.31.17985
462,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.82.18073
463,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.104.17991
464,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.1.17987
465,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.50.18024
466,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.1.18078
467,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.66.18000
468,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.1.15.18129
469,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.140.18616
470,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.67.18259
471,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.90.42734
472,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.46.18591
473,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.15.55507
474,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.2.89.18614
475,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.2.83.18476
476,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.126.42735
477,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.41.24026
478,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.108.18655
479,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.15.60763
480,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.201
481,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.131.66359
482,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.2.133
483,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.177
484,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.44
485,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.84
486,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.136
487,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.34.18653
488,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.184
489,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.150
490,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.143
491,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.194
492,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.4.123
493,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.92
494,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.119
495,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.1
496,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.102
497,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.105
498,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.5.131
499,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.225
500,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.244
501,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0441
502,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0494
503,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.71
504,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.3
505,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0443
506,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0130
507,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0278
508,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0454
509,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0522
510,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0330
511,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0228
512,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0495
513,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0286
514,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0508
515,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0443
516,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0534
517,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0228
518,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0174
519,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0107
520,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0404
521,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0138
522,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0410
523,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0066
524,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0258
525,https://journals.sagepub.com/doi/pdf/10.1509/jm.79.1.1
526,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0236
527,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0349
528,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0105
529,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0138
530,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0305
531,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0154
532,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0304
533,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.4.185
534,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.129
535,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.104
536,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.70.3.120
537,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.1.67.17993
538,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0544
539,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0344
540,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.30
541,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.57.18512
542,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.3.91.18336
543,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.100.18588
544,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.14.18592
545,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.1.17999
546,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.1.18253
547,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.59.24029
548,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.4.18594
549,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.131.55509
550,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.4.82.18687
551,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.4.46.18690
552,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.1.90.24028
553,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.252
554,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.118
555,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0217
556,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0271
557,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0369
558,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0286
559,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0522
560,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0382
561,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0396
562,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0036
563,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0208
564,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0267
565,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0340
566,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0291
567,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.2.114
568,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.1
569,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.3.124
570,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.122
571,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.128
572,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.129
573,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.214
574,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.83
575,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.105
576,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.70
577,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.34
578,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0377
579,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0202
580,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0051
581,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0570
582,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0325
583,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0442
584,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0089
585,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.115
586,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0047
587,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.3.118
588,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0261
589,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.123
590,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0151
591,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0026
592,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0218
593,https://journals.sagepub.com/doi/pdf/10.1509/jm.80.5.1
594,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0190
595,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0408
596,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0057
597,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0519
598,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0109
599,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0444
600,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0038
601,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.4.110.18069
602,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.92.18002
603,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.1.94.18453
604,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.88.18032
605,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.2.35.18001
606,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.33.18500
607,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.64.3.65.18028
608,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.118.18521
609,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.102.18517
610,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.4.1.18688
611,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.51.27789
612,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.86.18511
613,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.1.18652
614,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.80.18656
615,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.21.34765
616,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.92.34770
617,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.1.46.55506
618,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.63.34772
619,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.4.40.18519
620,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.1
621,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.3.63.18654
622,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.3.35.66357
623,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0185
624,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0033
625,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.1
626,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.109
627,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.99
628,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0162
629,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.111
630,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0348
631,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0406
632,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0566
633,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0420
634,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0468
635,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0610
636,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0253
637,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0169
638,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0509
639,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0599
640,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0521
641,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0357
642,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0154
643,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0395
644,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0430
645,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0419
646,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0342
647,https://journals.sagepub.com/doi/pdf/10.1509/jm.16.0311
648,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.99
649,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.146
650,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.195
651,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.140
652,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.167
653,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.1.133
654,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.1
655,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.i
656,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.77
657,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.61
658,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.18
659,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.110
660,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0560
661,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0400
662,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0209
663,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0400
664,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0416
665,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0414
666,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0428
667,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0527
668,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0164
669,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0018
670,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0479
671,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0280
672,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0490
673,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0296
674,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0153
675,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0351
676,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0423
677,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0178
678,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0344
679,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.1.146
680,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.2.88.27787
681,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.4.30.18685
682,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0315
683,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.2.19.18256
684,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.98.18510
685,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.3.104.18335
686,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.66.3.18.18507
687,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.67.1.129.18587
688,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.117.18383
689,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.4.67.18385
690,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.1.60755
691,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.2005.69.4.133
692,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.69.2.24.60761
693,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.4.157.42730
694,https://journals.sagepub.com/doi/pdf/10.1177/0022242918813119
695,https://journals.sagepub.com/doi/pdf/10.1177/0022242918809673
696,https://journals.sagepub.com/doi/pdf/10.1177/0022242918815163
697,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.3.124
698,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.68.3.78.34764
699,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.109
700,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.65.3.79.18329
701,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.18
702,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.184
703,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.6.132
704,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0263
705,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.71.4.172
706,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.49
707,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.6.94
708,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.65
709,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0362
710,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.120
711,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.3.1
712,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.5.1
713,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.94
714,https://journals.sagepub.com/doi/pdf/10.1509/jm.75.6.editorial
715,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.68
716,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0209
717,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0199
718,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0202
719,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0181
720,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0424
721,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0419
722,https://journals.sagepub.com/doi/pdf/10.1509/jm.10.0145
723,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0356
724,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0529
725,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0145
726,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0471
727,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0314
728,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0222
729,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0431
730,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0423
731,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0272
732,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0436
733,https://journals.sagepub.com/doi/pdf/10.1509/jm.11.0592
734,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0317
735,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0003
736,https://journals.sagepub.com/doi/pdf/10.1509/jm.09.0363
737,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0075
738,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0060
739,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0106
740,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0059
741,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0104
742,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0303
743,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0475
744,https://journals.sagepub.com/doi/pdf/10.1509/jm.78.4.1
745,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0303
746,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0328
747,https://journals.sagepub.com/doi/pdf/10.1509/jm.12.0459
748,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0389
749,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0505
750,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0202
751,https://journals.sagepub.com/doi/pdf/10.1509/jm.13.0312
752,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0013
753,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0398
754,https://journals.sagepub.com/doi/pdf/10.1509/jm.14.0160
755,https://journals.sagepub.com/doi/pdf/10.1509/jm.15.0413
756,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.46
757,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.4.109
758,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.72.2.80
759,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.5.122
760,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.2.55
761,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.73.6.154
762,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.75.4.132
763,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.49
764,https://journals.sagepub.com/doi/pdf/10.1509/jmkg.74.1.1
